epoch,sampling_eps_max,sampling_eps_min,step,val/bpd,val/nll,val/ppl,valid_var_0.0 - 1
0,1.0,0.0010000000474974513,0,4.858755588531494,3.367832899093628,29.015579223632812,19.61766815185547
